disposition,period,duration,depth,radius,equilibrium_t,insolation,stellar_temp,stellar_radius,stellar_logg,midpoint,ra,dec,magnitude,distance,label
PC,7.5420435,3.854,7720.0,9.55159,1061.0,210.743,5949.0,1.07,4.42,2459194.254825,76.989171,5.969123,12.3425,447.236,1
FP,1.3164901,1.389,3580.0,11.2218,1694.0,1368.05,6341.0,1.78,4.04,2459197.192883,75.410841,1.840649,12.8212,1017.77,0
PC,2.7625084,2.037,16160.0,10.8143,983.0,155.318,4694.0,0.83,4.48,2459196.564554,67.288211,-3.189669,13.5252,373.363,1
CP,3.3759446,3.538,1270.0,6.03548,1514.0,874.29,5701.0,1.69,3.99,2459197.636818,71.554945,-0.804872,12.0676,588.368,2
KP,3.3098458,2.2676536,19158.8321817,12.4316228,1005.5957745,241.6655587,4953.0,0.858619,4.55653,2459140.875701,31.909164,-20.661843,11.7617,201.338,2
PC,2.1473577,2.706,2300.0,10.0889,1680.0,1324.12,5834.0,2.12,3.81,2459199.697082,77.277149,-12.635305,12.4742,850.437,1
PC,4.162733,3.319,12870.0,11.1057,1265.0,425.348,5744.2,0.97,4.33418,2459222.321706,80.421253,-38.656827,12.8482,497.376,1
PC,0.708548,0.845,800.0,4.66694,1612.0,1121.93,5678.0,1.52,4.08,2459199.496171,66.413097,-43.72027,11.1522,349.979,1
PC,3.3843865,3.845,10730.0,16.224,1533.0,917.268,5848.0,1.52,4.1,2459165.376298,62.724267,-43.247264,13.3164,1001.29,1
PC,1.4875055,1.874,44400.0,18.3083,1349.0,550.26,5142.0,0.83,4.54,2459227.337401,96.610774,-41.416669,13.1901,396.678,1
PC,3.9471513,1.993,16080.0,18.7538,1250.0,406.495,6351.0,1.37,4.26,2459221.101893,86.453974,-32.947519,13.4034,1065.58,1
PC,0.6711626,1.168,2330.0,12.243,1904.0,2181.85,5632.0,2.43,3.67,2459227.430602,97.895728,-34.882869,13.0537,1248.07,1
PC,1.7246234,1.979,11820.0,15.5191,1557.0,976.638,5776.0,1.37,4.18,2459227.292219,96.814362,-3.235402,12.7993,635.053,1
PC,4.0350169,2.108,25420.0,12.5268,934.0,126.805,5240.2,0.75,4.64,2459211.895505,90.095814,-3.757326,12.263,245.949,1
FP,0.7418594,1.5026958,2983.6257317,6.0238347,1330.6211479,740.8643338,4304.6,0.66174,4.57,2458386.095087,51.504472,-64.548108,11.481,106.16,0
PC,2.5082498,1.393,16210.0,20.6073,1124.0,265.723,5909.0,1.51,4.11,2459212.952234,98.267785,-3.167141,13.4848,964.327,1
PC,0.9953936,2.238,280.0,1.35321,2263.0,4359.09,5697.0,0.84,4.6,2459227.225976,96.069759,-17.053231,9.92029,107.926,1
FP,0.7029205,1.325,2480.0,7.51559,2438.0,5873.32,6699.0,1.6,4.18,2459198.602275,82.46986,-9.158548,12.0195,675.112,0
PC,3.7170532,3.751,7220.0,15.999,1522.0,891.377,6065.0,1.9,3.94,2459222.295382,94.847707,-12.762332,13.2843,1080.65,1
PC,4.5879078,3.464,2040.0,5.59491,1299.0,474.054,5785.0,1.25,4.26,2459219.30652,85.826619,-40.383532,12.6746,590.401,1
PC,1.9663653,1.637,29670.0,13.2267,1033.0,189.304,4687.0,0.74,4.58,2459226.43746,88.785064,-38.388989,12.95,262.97,1
FP,3.4771921,2.002,3250.0,11.1486,1263.0,422.8,6539.0,1.94,3.99,2460235.294959,88.841655,15.37845,10.9521,493.21,0
PC,3.3328544,6.488,2300.0,13.2674,2252.0,4271.73,6272.0,2.91,3.6,2459549.813277,102.193683,12.282471,12.5745,1368.69,1
PC,1.5174038,1.635,14220.0,10.504179950000001,1175.80398775,355.909,5788.7,1.23,4.33418,2458487.027945,100.781108,-17.9585,13.5607,370.553,1
PC,3.1474843,0.913,5640.0,12.7493,940.0,129.933,5102.2,0.7,4.68,2459965.536406,100.569452,-50.144165,11.9013,188.151,1
FP,0.5417947,1.1716379,537.9244902,2.8738733,1836.8537579,2690.4153124,5181.0,0.807298,4.54631,2459362.157241,130.505379,-75.801869,10.4929,113.378,0
PC,2.9884191,3.575,12890.0,16.3009,1777.0,1658.79,6636.0,1.4,4.29,2459210.246781,104.005957,-0.442588,11.7299,518.63,1
PC,1.2541679,2.294,11170.0,10.504179950000001,1661.0,1264.69,4882.0,1.23,4.33418,2458489.737849,103.018282,-2.032864,13.5917,370.553,1
FP,1.1472535,1.789,4090.0,17.228,3147.0,16302.6,9742.0,2.59,4.01,2459212.045265,100.873785,-1.871278,13.3574,2363.78,0
FP,0.787177,1.515,1350.0,10.504179950000001,1770.0,1632.52,4899.5,1.23,4.33418,2459226.18852,100.564751,-4.949889,11.4746,370.553,0
PC,4.9208778,3.888,5680.0,12.4437,2170.0,3684.32,9668.0,1.65,4.39,2459209.392384,104.075097,3.83621,11.9063,1006.85,1
PC,4.7838171,2.035,10210.0,11.571,964.0,143.512,5688.0,1.1,4.36,2459205.662435,103.054435,3.357831,12.8401,539.161,1
PC,6.9724832,5.156,4110.0,18.9679,2379.0,5321.0,7616.0,2.16,4.02,2459225.835075,104.055648,6.731795,11.3789,847.999,1
PC,6.8204309,3.723,12560.0,10.504179950000001,1175.80398775,355.909,5788.7,1.23,4.33418,2459223.251021,103.285033,10.65591,11.8145,370.553,1
PC,7.4710819,2.511,24880.0,12.8097,741.0,50.0778,5262.0,0.81,4.57,2459219.086064,100.613362,6.816715,13.4603,451.187,1
PC,4.9197461,3.023,10380.0,12.6447,1134.0,275.438,5822.0,1.21,4.3,2459248.958026,103.204081,-44.550824,13.1606,703.37,1
PC,1.6281719,2.128,12020.0,15.3377,1694.0,1369.74,6020.0,1.35,4.22,2459224.244649,101.578458,-3.72159,13.4585,890.799,1
FP,0.9422588,1.46,1060.0,3.75015,1824.0,1840.19,5544.7,1.07,4.37,2459226.37606,101.346587,-41.249216,12.2082,361.811,0
PC,3.3187528,1.96,6490.0,9.77184,1121.0,262.223,5709.0,1.21,4.28,2459225.436514,100.136001,-37.056243,13.2899,703.295,1
PC,3.4813976,2.694,21800.0,20.9129,1426.0,687.809,6704.0,1.4,4.3,2459221.43807,104.335512,-14.109962,12.6603,792.979,1
PC,4.5302876,2.713,22840.0,12.3919,877.0,98.5409,4693.0,0.81,4.5,2459222.921639,104.240485,-16.746469,13.1915,314.062,1
FP,1.5971584,3.429,5070.0,17.7465,3090.0,15134.3,6033.0,2.06,3.86,2459963.61295,107.356081,-44.683482,13.205,1269.03,0
FP,4.8000953,1.9968681,5241.0677476,17.0718101,1449.5280892,1043.344051,6366.0,1.58083,4.16217,2459328.579795,81.353084,-55.019925,10.6559,352.383,0
FP,0.4405893,1.075,1850.0,6.74949,2317.0,4788.57,5643.0,1.48,4.1,2459963.18538,105.752117,-43.493068,12.8004,684.386,0
PC,6.1214801,3.861,17560.0,17.6327,1445.0,725.656,6356.0,1.24,4.35,2459219.398202,104.823819,-31.38747,13.2221,848.053,1
PC,3.9980153,3.793,5420.0,10.504179950000001,1175.80398775,355.909,5788.7,1.23,4.33418,2459221.156105,102.498007,-20.90678,11.996,580.471,1
PC,2.276734,1.832,3620.0,10.8605,1479.0,796.052,6494.0,1.78,4.06,2459224.72084,102.751656,-34.738847,12.6918,901.072,1
PC,1.0191022,1.228,2230.0,7.10309,1955.0,2426.37,6865.0,1.53,4.24,2459226.689311,102.339612,-32.28248,12.1304,710.345,1
PC,0.934057,1.318,620.0,13.4544,1668.0,1287.68,5023.0,5.19,4.33418,2459227.247759,100.642573,-20.24152,11.1649,877.955,1
CP,1.5080197,1.032,1790.0,3.01287,855.0,89.0458,4008.0,0.66,4.6,2459225.646634,99.364134,-15.481203,11.3676,78.4525,2
PC,3.08858,2.214,17060.0,10.504179950000001,1112.0,254.633,5381.0,1.23,4.33418,2459224.451567,99.113031,-15.724613,13.4832,370.553,1
CP,3.9934418,1.9693065,5801.8957159,4.2556645,587.9229796,28.2359721,3748.0,0.523113,4.7573,2458385.036312,19.076698,-20.953277,11.7315,64.6692,2
PC,4.5697688,3.369,9780.0,17.1535,1054.0,204.884,4976.0,1.7,4.33418,2459541.3175,95.182655,14.783576,13.2389,731.074,1
FP,3.8454384,4.736,4590.0,13.6848,1870.0,2030.9,6733.4,2.02,3.98,2459548.185346,94.017995,15.270666,12.4432,985.074,0
PC,2.8504334,3.768,23800.0,10.504179950000001,1811.0,1787.94,6293.8,1.23,4.33418,2459199.30433,83.479821,10.276406,12.8662,1301.57,1
PC,4.4430866,1.787,8800.0,21.1475,1027.0,184.965,4926.5,1.54,4.33418,2459192.072276,83.99283,-7.688372,12.627,547.79,1
FP,3.7804749,3.615,22150.0,17.9247,1497.0,835.088,5112.0,0.81,4.56,2459210.630135,102.412686,-0.495979,12.9127,334.97,0
PC,3.4590552,3.001,8820.0,17.1001,1845.0,1927.33,7911.0,1.83,4.19,2459224.383812,102.219197,-16.780503,13.3684,1444.65,1
PC,1.9297769,1.701,4540.0,7.58229,1169.0,310.868,4856.0,1.14,4.33418,2459225.1723,101.968908,-17.724863,13.3742,370.553,1
PC,4.4445101,2.737,16730.0,14.6892,1202.0,347.285,6288.0,1.14,4.42,2459198.536737,84.626068,-9.83753,12.3409,386.737,1
FP,2.9038027,3.511,5860.0,13.4427,2409.0,5592.86,6570.0,1.51,4.21,2459224.225903,99.678448,2.43106,12.4889,736.602,0
PC,0.299039,0.7218103,5780.6664824,2.5153001,944.4983346,188.0727122,2955.0,0.300639,5.13527,2458381.910527,4.883562,-5.911561,13.1672,44.397,1
PC,4.9062135,1.671,7400.0,17.7815,1108.0,251.061,7169.0,1.92,4.08,2459217.923867,88.244157,-16.286213,12.8475,1353.97,1
PC,2.7636665,1.279,6370.0,5.94208,673.0,34.207,3868.0,0.7,4.57,2459226.428052,87.820416,-13.381044,12.9395,370.553,1
PC,4.8680805,4.7630352,39314.879177,10.504179950000001,1075.4482234,316.1396932,5250.0,1.23,4.33418,2460234.255467,98.004524,16.585417,13.3612,851.138,1
PC,2.3044132,3.102,20290.0,22.8234,1460.0,756.205,5788.7,1.55,4.33418,2459547.674708,83.450594,16.810667,12.373,517.422,1
FP,0.2573207,0.629,1330.0,4.81101,2349.0,5062.7,5784.0,1.09,4.38,2459550.344183,82.878464,15.771332,12.428,392.4,0
PC,11.5054399,2.459,15910.0,10.504179950000001,665.0,32.6456,5251.2,1.23,4.33418,2459221.348058,92.815098,-41.721945,13.099,370.553,1
PC,3.7576217,4.483,7680.0,16.0563,1539.0,933.592,5605.0,1.89,3.88,2459219.995187,88.908628,1.167967,13.3318,716.889,1
PC,4.3217658,5.515,2640.0,12.7289,1557.0,977.267,5139.0,2.5,4.33418,2460042.218733,87.554742,-53.330742,13.425,1272.53,1
PC,4.0646554,2.813,7700.0,8.30577,1173.0,314.34,5647.0,0.93,4.5,2459251.646067,99.631107,-49.444946,13.4177,587.395,1
FP,3.0071496,4.461,3310.0,8.05598,1848.0,1939.81,5906.0,1.45,4.14,2459209.022223,95.47532,-4.321544,13.0632,766.071,0
PC,11.4707838,3.698,1575.0,1.86599,653.0,30.2417,4140.0,0.73,4.46332,2459168.429762,41.18845,-32.211043,10.5012,74.3761,1
PC,2.3341583,3.553,10070.0,20.0937,2095.0,3201.05,6901.0,1.93,4.04,2459547.210084,85.967216,16.360063,12.273,832.581,1
PC,3.7482756,4.989,5010.0,14.0065,1864.0,2004.64,6425.0,2.02,3.94,2458515.618118,96.172915,-36.929228,12.7587,1148.8,1
PC,7.1185659,1.734,3920.0,12.5411,749.0,52.4926,5945.0,1.9,3.92,2459213.998862,95.110693,-38.17295,12.3337,777.673,1
PC,0.3559702,0.523,2320.0,6.23347,1977.0,2541.08,5562.0,1.08,4.36,2459227.071677,86.473805,-46.94361,13.2886,618.274,1
PC,4.7654865,4.43,6120.0,14.441,1484.0,806.142,6151.0,1.85,3.97,2459222.329758,90.627138,4.150327,13.0577,809.18,1
PC,3.6337247,1.763,15330.0,11.4562,927.0,122.862,5325.0,0.88,4.51,2459225.009211,97.367971,-46.177185,13.4809,517.465,1
CP,4.808498,1.405,11010.0,15.0839,797.0,67.1926,5449.5,1.38,4.13,2459189.97794,84.152719,0.896279,11.916,350.343,2
PC,4.2380604,3.385,13070.0,13.0206,1292.0,463.485,5798.0,1.13,4.35,2459225.127962,97.187829,7.699212,13.194,642.911,1
PC,3.994474,4.436,14090.0,18.9963,1524.0,896.598,5931.0,1.61,4.06,2459221.167853,91.437408,-33.187516,12.8054,836.501,1
PC,1.4367914,2.178,23180.0,16.9266,1742.0,1530.88,5873.0,1.07,4.4,2459227.328418,99.011337,-45.280583,13.1811,651.979,1
PC,10.1843061,1.7293131,839.9896915,2.4497061,708.2266596,59.457971,5454.0,0.782681,4.59104,2458383.488609,24.168388,-36.414011,9.9955,99.66,1
PC,7.7538288,3.454,6560.0,9.7807,937.0,127.967,5504.0,1.17,4.33418,2459218.177975,98.617856,-41.147731,12.18,386.71,1
PC,5.4139736,2.952,8400.0,15.5249,1020.0,179.736,5425.0,1.71,4.33418,2459221.426139,85.500078,-31.873186,13.4242,370.553,1
PC,3.5266608,2.105,1320.0,5.79479,1171.0,312.309,5668.0,1.58,4.35,2459195.405441,80.731186,-21.955687,11.526,441.989,1
CP,1.962292,2.935,20910.0,17.4523,1882.0,2085.59,6384.0,1.16,4.41,2459227.308665,93.11474,-23.492496,12.0753,494.818,2
PC,4.8033954,0.9062451,867.1363349,4.4901713,1339.2032846,760.1635216,5913.9,1.50621,4.12,2459991.190122,146.418889,-38.887361,8.9118,129.525,1
FP,12.4498835,5.45,1827.0,20.0559,2408.0,5588.85,8469.0,2.51,3.96,2459990.141393,142.107198,-38.947381,10.1015,571.204,0
PC,11.4045112,3.947,760.0,4.0961,992.0,161.074,6334.6,1.47,4.2,2459298.619279,157.921439,-24.224832,10.0524,240.359,1
PC,3.9919157,2.938,535.0,2.45988,1264.0,424.412,5645.0,1.14,4.32,2460009.04565,146.114558,-35.104589,9.6854,130.409,1
PC,9.4453763,2.659,863.0,1.77547,669.0,33.3967,4853.0,0.66,4.69,2460000.058846,155.316019,-25.109334,9.9139,64.4886,1
PC,3.1660849,2.6922287,5175.0320686,10.333405,1403.2634402,916.3847298,6225.0,1.3377,4.33418,2459989.98865,149.034708,-38.088834,10.9095,308.013,1
PC,5.5765364,2.3140477,642.4206976,4.5613031,1293.3084871,661.1949258,6002.18,1.52031,4.12354,2458381.883169,66.136252,-60.129932,10.5041,283.856,1
PC,8.4035706,3.906,490.0,2.0563,1070.0,218.228,5910.0,1.05,4.42,2460024.286607,165.955117,-50.887152,9.0397,99.5473,1
FP,5.5553784,2.256,1050.0,13.2411,1357.0,564.535,8058.0,3.79,3.57,2459302.160259,143.466543,-42.714874,10.7217,940.002,0
FP,3.0750728,2.219,510.0,3.62818,1545.0,948.001,6888.0,1.52,4.25,2459302.065555,156.685218,-38.042191,9.6913,241.582,0
PC,4.5654898,2.3029332,8572.2024128,14.6507235,1789.4071434,2421.8674124,9162.0,1.39742,4.51,2459965.212727,120.850783,-38.715281,12.4783,854.236,1
PC,5.479335,4.7009896,9196.3437964,15.1849562,1402.9908508,915.6728921,6332.7,1.5307699,4.2,2459964.94392,116.249354,-48.750526,11.1664,427.312,1
PC,3.4044402,1.895,7190.0,15.4118,1137.0,278.231,6097.0,1.75,4.01,2459220.937894,107.708648,-12.833057,13.2181,1028.76,1
FP,3.059168,4.992,7610.0,13.504,2502.0,6509.45,5657.0,1.08,4.37,2459964.260816,118.347733,-36.800418,13.2864,494.985,0
PC,6.2804387,3.263,10240.0,9.96788,1071.0,218.419,5900.0,0.98,4.48,2459247.298936,120.031887,-42.172067,12.1234,331.16,1
CP,4.0397189,3.655,15110.0,14.2282,1515.0,876.846,5758.5,1.14,4.27,2459245.632019,119.059818,-35.11671,11.3944,312.674,2
CP,56.0045056,10.4337079,767.9192527,4.6074444,596.6666471,29.9535327,6321.0,1.41189,4.22436,2460129.286313,65.238307,-68.102688,8.9387,139.611,2
CP,84.2607645,10.925059,440.1660616,3.4359102,520.7120401,17.3744666,6321.0,1.41189,4.22436,2458355.648726,65.238307,-68.102688,8.9387,139.611,2
CP,22.8909855,2.465657,253.4100012,2.5594629,803.9912632,98.7475477,6321.0,1.41189,4.22436,2460176.09556,65.238307,-68.102688,8.9387,139.611,2
PC,13.3454771,3.135485,24630.385709,12.027246,619.9102437,34.90087,5448.0,0.720183,4.7,2459970.526577,117.112936,-41.851643,13.2795,374.417,1
PC,0.2856701,0.297,1990.0,13.6948,1571.0,1011.6,5606.0,2.04,3.81,2459251.944079,110.862995,-50.24341,12.9152,907.894,1
PC,2.8798613,4.111,4820.0,11.5292,1869.0,2026.22,6086.0,1.69,4.04,2459248.445126,120.003728,-28.633446,12.8504,898.797,1
PC,4.7962078,3.328,21130.0,10.504179950000001,1813.0,1796.66,8083.5,1.23,4.33418,2459244.237438,125.179823,-25.691466,12.1195,1106.49,1
PC,2.2087864,4.045,4710.0,13.7924,2901.0,11768.7,5827.0,1.3,4.23,2459963.59828,117.680162,-28.321662,13.0931,732.634,1
PC,5.9492615,4.304,7490.0,11.6197,1284.0,452.584,6041.0,1.36,4.22,2459245.075624,117.015231,-48.182978,13.0215,747.884,1
PC,1.9275568,2.621,39070.0,10.504179950000001,2518.0,6683.74,9168.0,1.23,4.33418,2459224.572139,102.832655,-11.586243,12.8565,936.741,1
PC,5.3393042,2.965,2610.0,7.70059,1139.0,280.204,5857.2,1.49,3.94,2459572.199906,108.721945,11.989395,11.1865,382.261,1
FP,4.6141256,1.566,4920.0,10.7957,1001.0,167.033,6888.0,1.33,4.37,2459990.605838,115.628942,-53.037166,12.9858,844.26,0
FP,1.1468708,1.3965477,2762.6275979,11.7343018,2702.390069,12604.1379184,6755.0,1.99145,4.0,2459963.68315,113.981399,-30.748672,11.6079,721.776,0
PC,17.6174652,3.615,722.0,2.01411,610.0,23.0207,5250.0,0.81,4.64176,2460165.693367,118.569306,-65.441482,9.6768,82.7013,1
PC,2.6926692,3.101,4150.0,13.9087,2604.0,7635.55,9669.0,2.11,4.18,2459251.16632,113.519372,-15.933992,12.0778,1402.73,1
PC,2.6889686,2.677,10930.0,13.0858,1655.0,1246.08,6685.0,1.25,4.4,2459251.837973,110.910659,-26.711311,12.9674,838.737,1
PC,4.3897272,3.234,6550.0,10.504179950000001,1113.266869,363.0096249,5788.7,1.23,4.33418,2459967.203114,120.662363,-49.593238,13.0718,448.289,1
PC,1.8947564,2.1094288,4246.8573903,6.7240044,1472.9600331,1112.4611509,5788.7,1.0,4.33418,2459964.103479,120.662363,-49.593238,13.0718,448.289,1
PC,4.6391531,3.239,14100.0,13.8244,1254.0,411.734,5928.2,1.15,4.56,2459245.466695,124.385982,-28.046133,11.288,317.232,1
FP,2.9646096,2.232,27860.0,15.291,1098.0,241.662,5306.0,0.88,4.51,2459252.308895,108.496989,-34.939529,13.1057,404.202,0
PC,3.2379325,3.112,8340.0,11.1634,1627.0,1164.58,6434.3,1.19,4.46,2459251.668032,121.482329,-30.93849,11.4675,388.876,1
FP,5.4521068,4.702,8170.0,15.3694,1623.0,1153.14,5878.0,1.64,4.03,2459223.264644,106.616499,-18.80809,12.9,821.496,0
FP,0.879268,1.529,4550.0,11.9007,2142.0,3494.7,6259.0,1.7,4.06,2459252.298703,123.753462,-36.248077,12.9604,888.752,0
FP,1.3090665,2.844,209.0,0.97952,1906.0,2194.21,4779.8,0.78,4.57,2460206.239013,84.254356,-66.790853,9.2927,52.1472,0
PC,1.532427,2.351,29020.0,19.4762,1756.0,1580.66,5957.0,1.11,4.39,2459212.235792,108.649235,-6.835297,12.9159,609.523,1
PC,2.1663502,4.258,5930.0,14.4558,3298.0,19658.8,9394.0,1.92,4.25,2459964.500359,120.820607,-42.411054,12.6313,1246.64,1
CP,3.5514016,2.207,8480.0,11.8731,1198.0,342.119,6019.0,1.26,4.29,2459225.449603,108.044207,-10.63934,12.0327,460.995,2
PC,1.8882882,2.714,18080.0,17.6221,1875.0,2054.63,6436.0,1.27,4.34,2459224.597973,103.639572,-20.288853,13.4949,960.345,1
CP,3.5524144,2.784,2060.0,8.52936,1572.0,1015.53,6843.0,1.82,4.33418,2459574.31635,110.203228,13.01869,11.5829,705.803,2
FP,3.145502,2.411,6190.0,20.1993,1436.0,707.742,6397.0,2.29,3.83,2459223.653303,106.179342,-0.02951,13.2863,1558.37,0
PC,2.6792695,2.56,10530.0,13.9979,1636.0,1189.32,6718.0,1.34,4.34,2459248.642948,108.905266,-28.059293,13.3693,1083.88,1
PC,2.648845,2.131,16770.0,11.66,1194.0,338.268,5329.0,0.87,4.52,2459250.187809,116.689433,-39.131536,12.2224,259.399,1
FP,3.0244222,5.3680787,267015.5224574,10.504179950000001,1260.3600138,596.3475879,6758.0,1.23,4.19,2459964.898137,119.999359,-42.928955,11.422,573.391,0
PC,2.9510628,3.404,9480.0,13.623,1699.0,1384.06,6370.0,1.39,4.26,2459208.275086,109.412182,-6.372974,13.2877,982.982,1
PC,32.332528,3.459632,2425.505189,3.028709,328.6290521,2.7564164,3891.0,0.615038,4.64044,2458361.663925,74.697171,-56.393814,12.1677,115.801,1
PC,6.6329154,0.598,3190.0,7.47324,440.0,6.26353,4608.0,0.88,4.35,2459222.134753,91.41105,-41.288263,10.7599,106.964,1
PC,4.8257226,4.145,7650.0,14.7924,1648.0,1225.98,7141.0,1.66,4.2,2459247.745314,113.85425,-40.877509,13.0923,926.193,1
PC,0.400777,0.886,2000.0,10.0625,2214.0,3988.82,5635.0,2.07,3.81,2459253.167438,102.113987,-32.457696,13.3947,1232.83,1
PC,3.2923881,1.427,26840.0,21.0823,1062.0,211.311,6300.0,1.24,4.35,2459966.276658,112.919032,-38.310526,13.4546,808.212,1
PC,0.9008643,1.419,2530.0,13.1071,3015.0,13721.4,9267.0,2.46,4.03,2459227.231333,109.100834,-4.730664,12.5461,1961.51,1
FP,3.4906402,1.586,4580.0,8.78597,1050.0,202.549,6066.0,1.18,4.34,2459246.599677,123.43693,-18.877652,12.7325,626.536,0
FP,0.599092,1.232,1290.0,11.5931,1950.0,2400.89,5220.0,3.19,4.33418,2459226.23093,101.010233,-26.030612,12.6989,1238.08,0
PC,2.4181961,1.814,4150.0,10.504179950000001,1299.0,473.085,5118.6,1.23,4.33418,2459225.080496,100.66585,-26.084036,13.3606,370.553,1
PC,3.9589903,3.5,13190.0,20.2505,1505.0,852.08,6551.0,1.73,4.1,2459253.079498,107.27446,-39.164377,12.9395,1047.94,1
CP,4.5117221,1.785,313.0,1.40246,850.0,86.7681,5245.0,0.79,4.57666,2460186.64883,90.984276,-60.666335,9.1059,59.2293,2
CP,39.361947,4.535,552.0,1.84555,606.0,22.4437,5245.0,0.79,4.57666,2460155.028402,90.984276,-60.666335,9.1059,59.2293,2
PC,4.1849602,2.233,27260.0,10.504179950000001,1215.0,362.823,5722.4,1.23,4.33418,2459245.824803,120.504844,-30.622233,13.4746,1267.82,1
PC,6.6269971,3.9371246,5104.9588771,11.1341925,1201.5124066,492.5315328,5940.0,1.48946,4.13,2459967.674019,106.939794,-38.43372,13.0316,819.583,1
PC,11.4874782,4.063,16360.0,15.5181,868.0,94.4317,5958.0,1.22,4.3,2459243.08619,93.577763,-42.883675,13.0436,707.53,1
FP,1.1894812,3.047,4130.0,9.44872,2714.0,9015.13,6550.0,1.5,4.21,2459253.364143,110.446018,-22.597941,12.7797,890.314,0
PC,0.4777885,1.039,2690.0,10.504179950000001,2020.0,2766.96,5286.9,1.23,4.33418,2459963.053193,100.149235,-44.661655,12.818,748.5,1
PC,0.451685,0.262,1660.0,9.82852,1751.0,1563.98,6353.0,1.1,4.46,2459226.716429,97.015646,-35.398536,12.685,598.315,1
PC,1.5728416,1.947,21020.0,12.7462,1426.0,687.916,5288.0,0.87,4.52,2459251.0301,126.898381,-14.125433,13.2495,456.797,1
PC,5.6392638,4.436,7320.0,14.2003,1308.0,486.031,5904.0,1.65,4.03,2459965.827646,104.345323,-40.578998,13.4861,1086.1,1
PC,9.3803217,4.508,8600.0,12.1477,1103.0,246.563,5817.0,1.27,4.25,2459222.277749,98.965621,-41.56033,12.9702,680.951,1
PC,1.7198076,1.861,10890.0,10.504179950000001,2237.0,4161.67,8531.0,1.23,4.33418,2459249.109041,109.657119,-13.064781,12.9451,2887.19,1
PC,3.7815683,2.0137346,15002.1659627,17.6651495,1263.093127,601.5371996,5807.0,1.17009,4.32,2459089.65573,356.283058,-17.449264,12.3611,486.856,1
PC,5.7655904,1.757,7910.0,19.7343,834.0,80.5444,5409.0,2.0,4.33418,2459577.909729,111.797558,14.957871,12.5266,423.114,1
FP,0.4057204,1.201,2620.0,6.83767,2895.0,11661.9,6541.0,1.32,4.33,2459253.168845,123.825652,-29.23165,13.0777,879.564,0
FP,5.2201338,2.584,6040.0,14.7463,2058.0,2982.23,11632.0,1.95,4.35,2459963.999386,119.619171,-35.664564,12.8919,1142.16,0
PC,1.252025,0.816,8690.0,10.504179950000001,1175.80398775,495.784,5000.0,1.23,4.33418,2459252.913566,97.790166,-39.210426,12.6587,269.192,1
FP,3.3004862,2.959105,2403.5706041,8.5365984,1546.3199559,1351.1962911,6408.0,1.30784,4.26,2459963.591728,113.755213,-43.876527,11.3002,398.13,0
PC,3.4142143,4.212,3400.0,15.9231,2430.0,5796.83,8573.0,2.72,3.9,2459245.620362,110.778713,-11.990525,12.5365,1833.11,1
PC,6.2996307,1.918,9530.0,9.36407,709.0,42.1658,5137.0,0.92,4.45,2459248.364238,110.247353,-21.114638,11.7038,225.744,1
PC,3.4074188,3.111,18130.0,17.1042,1451.0,736.646,6237.0,1.24,4.33,2459248.400362,121.311321,-16.595309,13.0814,805.159,1
FP,2.0849517,3.099,2380.0,4.65169,2014.0,2731.54,6163.0,0.94,4.56,2459226.726213,107.358337,-1.732243,12.6063,474.693,0
FP,2.3252878,2.277571,29370.954615,12.8754,1375.7827266,846.6821648,5744.0,1.1,4.33418,2459964.82553,124.319317,-30.632887,13.3181,602.935,0
